Rank	Latitude	Longitude
266	12.98765	77.73659
267	12.98766	77.73757
268	12.98766	77.73842
269	12.98766	77.73837
270	12.98766	77.73831
271	12.98766	77.73653
272	12.98767	77.73825
273	12.98767	77.73606
274	12.98767	77.73600
275	12.98767	77.73762
276	12.98767	77.73612
277	12.98767	77.73819
278	12.98767	77.73595
279	12.98767	77.73173
280	12.98767	77.73814
281	12.98767	77.73808
282	12.98767	77.73803
283	12.98767	77.73796
284	12.98767	77.73768
285	12.98768	77.73589
286	12.98768	77.73791
287	12.98768	77.73584
288	12.98768	77.73774
289	12.98768	77.73647
290	12.98768	77.73617
291	12.98768	77.73578
292	12.98768	77.73785
293	12.98768	77.73779
294	12.98769	77.73640
295	12.98769	77.73622
296	12.98769	77.73572
297	12.98769	77.73634
298	12.98769	77.73629
299	12.98770	77.73565
300	12.98770	77.73560
301	12.98771	77.73554
302	12.98771	77.73549
303	12.98772	77.73544
304	12.98772	77.73538
305	12.98772	77.73533
306	12.98772	77.73528
307	12.98772	77.73173
308	12.98773	77.73523
309	12.98774	77.73518
310	12.98774	77.73512
311	12.98775	77.73506
312	12.98776	77.73501
313	12.98778	77.73495
314	12.98778	77.73173
315	12.98779	77.73489
316	12.98780	77.73484
317	12.98780	77.73478
318	12.98781	77.73473
319	12.98781	77.73467
320	12.98782	77.73461
321	12.98784	77.73454
322	12.98784	77.73173
323	12.98784	77.73448
324	12.98786	77.73442
325	12.98788	77.73436
326	12.98788	77.73431
327	12.98789	77.73425
328	12.98789	77.73173
329	12.98791	77.73419
330	12.98793	77.73412
331	12.98793	77.73407
332	12.98794	77.73402
333	12.98795	77.73396
334	12.98795	77.73390
335	12.98795	77.73384
336	12.98795	77.73378
337	12.98795	77.73372
338	12.98795	77.73172
339	12.98801	77.73369
340	12.98802	77.73172
341	12.98807	77.73367
342	12.98807	77.73172
343	12.98812	77.73366
344	12.98814	77.73172
345	12.98818	77.73365
346	12.98820	77.73173
347	12.98824	77.73365
348	12.98825	77.73173
349	12.98830	77.73364
350	12.98831	77.73174
351	12.98831	77.73168
352	12.98831	77.73161
353	12.98831	77.73156
354	12.98832	77.73150
355	12.98833	77.73144
356	12.98834	77.73139
357	12.98835	77.73133
358	12.98836	77.73363
359	12.98836	77.73127
360	12.98837	77.73121
361	12.98838	77.73116
362	12.98838	77.73110
363	12.98839	77.73104
364	12.98840	77.73099
365	12.98841	77.73093
366	12.98842	77.73362
367	12.98842	77.73087
368	12.98844	77.73081
369	12.98846	77.73076
370	12.98847	77.73071
371	12.98848	77.73361
372	12.98849	77.73065
373	12.98850	77.73059
374	12.98852	77.73054
375	12.98853	77.73048
376	12.98854	77.73042
377	12.98855	77.73034
378	12.98855	77.73360
379	12.98856	77.73029
380	12.98856	77.73022
381	12.98857	77.73017
382	12.98858	77.73010
383	12.98859	77.73005
384	12.98859	77.72999
385	12.98860	77.72993
386	12.98860	77.72987
387	12.98860	77.72981
388	12.98860	77.72975
389	12.98860	77.73358
390	12.98861	77.72970
391	12.98862	77.72963
392	12.98863	77.72958
393	12.98863	77.72953
394	12.98864	77.72947
395	12.98865	77.72942
396	12.98866	77.72935
397	12.98866	77.73356
398	12.98867	77.72929
399	12.98869	77.72923
400	12.98869	77.72917
401	12.98870	77.72911
402	12.98871	77.72904
403	12.98872	77.73355
404	12.98873	77.72898
405	12.98874	77.72893
406	12.98875	77.72888
407	12.98876	77.72883
408	12.98877	77.72877
409	12.98877	77.73355
410	12.98878	77.72871
411	12.98879	77.72865
412	12.98880	77.72859
413	12.98881	77.72854
414	12.98882	77.72849
415	12.98883	77.73354
416	12.98884	77.72843
