Rank	Latitude	Longitude
546	12.99693	77.69178
547	12.99695	77.69172
548	12.99695	77.69167
549	12.99698	77.69162
550	12.99700	77.69156
551	12.99701	77.69151
552	12.99703	77.69145
553	12.99705	77.69139
554	12.99706	77.69134
555	12.99708	77.69128
556	12.99710	77.69122
557	12.99712	77.69116
558	12.99716	77.69110
559	12.99719	77.69104
560	12.99722	77.69098
561	12.99725	77.69092
562	12.99727	77.69087
563	12.99729	77.69081
564	12.99732	77.69075
565	12.99734	77.69069
566	12.99732	77.69064
567	12.99727	77.69063
568	12.99720	77.69061
569	12.99715	77.69058
570	12.99708	77.69057
571	12.99702	77.69054
572	12.99695	77.69052
573	12.99690	77.69050
574	12.99683	77.69049
575	12.99678	77.69046
576	12.99672	77.69044
577	12.99666	77.69042
578	12.99661	77.69040
579	12.99655	77.69038
580	12.99650	77.69036
581	12.99644	77.69033
582	12.99638	77.69030
583	12.99632	77.69027
584	12.99627	77.69024
585	12.99622	77.69020
586	12.99616	77.69017
587	12.99610	77.69013
588	12.99605	77.69009
589	12.99599	77.69006
590	12.99592	77.69003
591	12.99586	77.68999
592	12.99581	77.68996
593	12.99575	77.68993
594	12.99569	77.68989
595	12.99563	77.68986
596	12.99557	77.68983
597	12.99551	77.68981
598	12.99545	77.68978
599	12.99540	77.68977
600	12.99534	77.68975
601	12.99529	77.68974
602	12.99522	77.68971
603	12.99516	77.68968
604	12.99510	77.68965
605	12.99505	77.68962
606	12.99499	77.68961
607	12.99493	77.68959
608	12.99486	77.68956
609	12.99481	77.68955
610	12.99474	77.68951
611	12.99469	77.68950
612	12.99462	77.68947
613	12.99456	77.68944
614	12.99450	77.68941
615	12.99444	77.68938
616	12.99438	77.68936
617	12.99432	77.68934
618	12.99426	77.68932
619	12.99421	77.68929
620	12.99414	77.68927
621	12.99408	77.68923
622	12.99402	77.68922
623	12.99396	77.68920
624	12.99390	77.68918
625	12.99384	77.68917
626	12.99379	77.68914
627	12.99373	77.68911
628	12.99367	77.68908
629	12.99360	77.68906
630	12.99354	77.68903
631	12.99349	77.68901
632	12.99343	77.68899
633	12.99337	77.68897
634	12.99330	77.68896
635	12.99324	77.68895
636	12.99318	77.68894
637	12.99312	77.68893
638	12.99307	77.68892
639	12.99301	77.68890
640	12.99295	77.68889
641	12.99289	77.68886
642	12.99282	77.68884
643	12.99276	77.68882
644	12.99271	77.68879
645	12.99264	77.68876
646	12.99259	77.68874
647	12.99254	77.68870
648	12.99247	77.68866
649	12.99241	77.68863
650	12.99235	77.68860
651	12.99229	77.68857
652	12.99223	77.68853
653	12.99216	77.68848
654	12.99211	77.68843
655	12.99206	77.68838
656	12.99200	77.68833
657	12.99194	77.68829
658	12.99189	77.68824
659	12.99183	77.68819
660	12.99178	77.68815
661	12.99172	77.68809
662	12.99169	77.68804
663	12.99164	77.68797
664	12.99158	77.68792
665	12.99153	77.68785
666	12.99149	77.68780
667	12.99147	77.68775
668	12.99145	77.68769
669	12.99143	77.68764
670	12.99142	77.68758
671	12.99140	77.68753
672	12.99138	77.68748
673	12.99137	77.68742
674	12.99135	77.68737
675	12.99141	77.68732
676	12.99147	77.68727
677	12.99152	77.68723
678	12.99158	77.68718
679	12.99163	77.68714
680	12.99169	77.68710
681	12.99175	77.68705
682	12.99181	77.68700
683	12.99186	77.68694
684	12.99191	77.68690
685	12.99197	77.68685
686	12.99202	77.68681
687	12.99208	77.68676
688	12.99213	77.68672
689	12.99219	77.68668
690	12.99225	77.68664
691	12.99231	77.68660
692	12.99237	77.68656
693	12.99243	77.68651
694	12.99249	77.68647
695	12.99254	77.68643
696	12.99260	77.68638
697	12.99266	77.68634
698	12.99272	77.68630
699	12.99278	77.68626
700	12.99283	77.68621
701	12.99289	77.68617
702	12.99295	77.68613
703	12.99301	77.68609
704	12.99307	77.68605
705	12.99313	77.68600
706	12.99319	77.68595
707	12.99324	77.68591
708	12.99330	77.68587
709	12.99336	77.68583
710	12.99342	77.68578
711	12.99348	77.68574
712	12.99354	77.68571
713	12.99359	77.68568
714	12.99365	77.68563
715	12.99372	77.68558
716	12.99378	77.68554
717	12.99383	77.68550
718	12.99389	77.68544
719	12.99394	77.68540
720	12.99400	77.68536
721	12.99405	77.68532
722	12.99411	77.68527
723	12.99417	77.68522
724	12.99423	77.68517
725	12.99429	77.68513
726	12.99435	77.68508
727	12.99440	77.68505
728	12.99446	77.68500
729	12.99452	77.68496
730	12.99457	77.68492
731	12.99463	77.68487
732	12.99469	77.68482
733	12.99474	77.68478
734	12.99480	77.68473
735	12.99486	77.68469
